,LocationAbbr,LocationDesc,Year,Datasource,TopicDesc,MeasureDesc,SubMeasureDesc,Data_Value,Data_Value_Unit,Data_Value_Type,GeoLocation,Source,TopicTypeId,TopicId,MeasureId,SubMeasureID,SubMeasureIdDisplayOrder,Latitude,Longitude
524,SC,South Carolina,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.35200000000000004,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,33.998821303, -81.045371207
525,TN,Tennessee,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.748,$,Dollars,"(35.68094058, -85.774490914)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,35.68094058, -85.774490914
526,WY,Wyoming,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.5589999999999999,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.235541343, -108.109830353
527,RI,Rhode Island,1998,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.517,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.708280193, -71.522470314
528,MI,Michigan,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.439,$,Dollars,"(44.661319543001, -84.71439027)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.661319543001, -84.71439027
529,MD,Maryland,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.697,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.290580964, -76.609260111
530,PA,Pennsylvania,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,8.238,$,Dollars,"(40.793730152, -77.860700294)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.793730152, -77.860700294
531,AZ,Arizona,2017,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,7.104,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.86597028, -111.763811277
532,TX,Texas,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.487,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.827240407, -99.426770206
533,MN,Minnesota,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.6230000000000002,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,46.355648736, -94.794200503
534,GA,Georgia,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.531000000000001,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.839681093, -83.627580346
535,CO,Colorado,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.312,$,Dollars,"(38.843840757, -106.133610921)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.843840757, -106.133610921
536,IA,Iowa,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.614,$,Dollars,"(42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.469400913, -93.816490556
537,MD,Maryland,1978,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.562,$,Dollars,"(39.290580964, -76.609260111)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.290580964, -76.609260111
538,NE,Nebraska,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.536,$,Dollars,"(41.641040988001, -99.365720623)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.641040988001, -99.365720623
539,WY,Wyoming,2014,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.1,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.235541343, -108.109830353
540,VA,Virginia,2011,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.658,$,Dollars,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.542680674, -78.457890463
541,GA,Georgia,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.424,$,Dollars,"(32.839681093, -83.627580346)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.839681093, -83.627580346
542,VA,Virginia,1992,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.6569999999999998,$,Dollars,"(37.542680674, -78.457890463)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.542680674, -78.457890463
543,ND,North Dakota,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.827,$,Dollars,"(47.475319779, -100.118421049)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.475319779, -100.118421049
544,KY,Kentucky,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.1010000000000004,$,Dollars,"(37.645970271, -84.774971048)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.645970271, -84.774971048
545,IA,Iowa,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.995,$,Dollars,"(42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.469400913, -93.816490556
546,IN,Indiana,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.325,$,Dollars,"(39.766910452, -86.149960194)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.766910452, -86.149960194
547,CA,California,2015,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.607,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.638640123, -120.999999538
548,KS,Kansas,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.713,$,Dollars,"(38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.3477403, -98.200781227
549,SD,South Dakota,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.391,$,Dollars,"(44.353130053, -100.373530637)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.353130053, -100.373530637
550,IA,Iowa,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.273,$,Dollars,"(42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.469400913, -93.816490556
551,RI,Rhode Island,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,8.219,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.708280193, -71.522470314
552,CT,Connecticut,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.123,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.56266102, -72.649840952
553,MA,Massachusetts,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.4459999999999997,$,Dollars,"(42.27687047, -72.082690675)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.27687047, -72.082690675
554,WY,Wyoming,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.6710000000000003,$,Dollars,"(43.235541343, -108.109830353)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.235541343, -108.109830353
555,ME,Maine,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.1959999999999997,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,45.254228894001, -68.985031336
556,NH,New Hampshire,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.2590000000000001,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.655950113, -71.50036092
557,FL,Florida,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.43799999999999994,$,Dollars,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,28.932040377, -81.928960539
558,RI,Rhode Island,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.2289999999999996,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.708280193, -71.522470314
559,SC,South Carolina,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.5390000000000001,$,Dollars,"(33.998821303, -81.045371207)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,33.998821303, -81.045371207
560,KS,Kansas,2010,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.997,$,Dollars,"(38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.3477403, -98.200781227
561,OR,Oregon,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.424,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.567449424, -120.155031326
562,NE,Nebraska,1996,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.848,$,Dollars,"(41.641040988001, -99.365720623)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.641040988001, -99.365720623
563,CA,California,1997,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.0780000000000003,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.638640123, -120.999999538
564,ID,Idaho,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.911,$,Dollars,"(43.682630005, -114.363730042)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.682630005, -114.363730042
565,NY,New York,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.542,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.827001032, -75.543970427
566,AR,Arkansas,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,5.521,$,Dollars,"(34.748650124, -92.274490743)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.748650124, -92.274490743
567,UT,Utah,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.722,$,Dollars,"(39.360700171, -111.587130635)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.360700171, -111.587130635
568,ID,Idaho,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.181,$,Dollars,"(43.682630005, -114.363730042)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.682630005, -114.363730042
569,ID,Idaho,2003,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.6460000000000004,$,Dollars,"(43.682630005, -114.363730042)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.682630005, -114.363730042
570,AK,Alaska,2013,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,8.658999999999999,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,64.845079957001, -147.722059036
571,DC,District of Columbia,1990,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.433,$,Dollars,"(38.890371385, -77.031961127)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.890371385, -77.031961127
572,MN,Minnesota,1985,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.163,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,46.355648736, -94.794200503
573,NH,New Hampshire,1973,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.379,$,Dollars,"(43.655950113, -71.50036092)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.655950113, -71.50036092
574,NY,New York,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.5379999999999999,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.827001032, -75.543970427
575,MN,Minnesota,2008,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.814,$,Dollars,"(46.355648736, -94.794200503)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,46.355648736, -94.794200503
576,IA,Iowa,1989,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.496,$,Dollars,"(42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.469400913, -93.816490556
577,NY,New York,1971,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.42700000000000005,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.827001032, -75.543970427
578,RI,Rhode Island,1975,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.522,$,Dollars,"(41.708280193, -71.522470314)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.708280193, -71.522470314
579,ID,Idaho,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.498,$,Dollars,"(43.682630005, -114.363730042)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,43.682630005, -114.363730042
580,TX,Texas,1980,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.669,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.827240407, -99.426770206
581,TX,Texas,2004,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.364,$,Dollars,"(31.827240407, -99.426770206)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,31.827240407, -99.426770206
582,KS,Kansas,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.6769999999999998,$,Dollars,"(38.3477403, -98.200781227)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,38.3477403, -98.200781227
583,AK,Alaska,1999,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.047,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,64.845079957001, -147.722059036
584,ME,Maine,1970,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.38799999999999996,$,Dollars,"(45.254228894001, -68.985031336)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,45.254228894001, -68.985031336
585,WA,Washington,1991,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.992,$,Dollars,"(47.522278629, -120.47001079)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.522278629, -120.47001079
586,NJ,New Jersey,2000,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.637,$,Dollars,"(40.130570048, -74.273691288)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.130570048, -74.273691288
587,OR,Oregon,2001,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.623,$,Dollars,"(44.567449424, -120.155031326)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.567449424, -120.155031326
588,AL,Alabama,1988,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,1.2229999999999999,$,Dollars,"(32.840571122, -86.631860762)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,32.840571122, -86.631860762
589,UT,Utah,2002,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.812,$,Dollars,"(39.360700171, -111.587130635)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,39.360700171, -111.587130635
590,CA,California,1974,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.45,$,Dollars,"(37.638640123, -120.999999538)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,37.638640123, -120.999999538
591,ND,North Dakota,2009,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,4.1930000000000005,$,Dollars,"(47.475319779, -100.118421049)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,47.475319779, -100.118421049
592,AK,Alaska,1995,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.125,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,64.845079957001, -147.722059036
593,OH,Ohio,1984,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.922,$,Dollars,"(40.060210141, -82.404260056)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.060210141, -82.404260056
594,AK,Alaska,1994,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.0140000000000002,$,Dollars,"(64.845079957001, -147.722059036)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,64.845079957001, -147.722059036
595,IA,Iowa,1972,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.419,$,Dollars,"(42.469400913, -93.816490556)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.469400913, -93.816490556
596,IL,Illinois,2019,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,8.972000000000001,$,Dollars,"(40.485010283, -88.997710178)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,40.485010283, -88.997710178
597,FL,Florida,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.5589999999999999,$,Dollars,"(28.932040377, -81.928960539)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,28.932040377, -81.928960539
598,AZ,Arizona,1977,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.536,$,Dollars,"(34.86597028, -111.763811277)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,34.86597028, -111.763811277
599,CT,Connecticut,1976,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,0.584,$,Dollars,"(41.56266102, -72.649840952)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,41.56266102, -72.649840952
600,WI,Wisconsin,2006,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,3.8680000000000003,$,Dollars,"(44.393191174, -89.816370742)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,44.393191174, -89.816370742
601,NY,New York,1993,OW,The Tax Burden on Tobacco,Cigarette Sales,Average Cost per pack,2.077,$,Dollars,"(42.827001032, -75.543970427)","Table 13- Orzechowski and Walker, Tax Burden on Tobacco",POL,450POL,450CGS,455CGS,1,42.827001032, -75.543970427
